bal_150_t-1,bal_250_t-1,bal_350_t-1,bal_energy_band_low_t-1,bal_energy_band_medium_t-1,bal_energy_band_high_t-1,6004_FTF_t-1,6004_BSF_t-1,6004_BPFO_t-1,6004_BPFI_t-1,bal_150_t,bal_250_t,bal_350_t,bal_energy_band_low_t,bal_energy_band_medium_t,bal_energy_band_high_t,6004_FTF_t,6004_BSF_t,6004_BPFO_t,6004_BPFI_t
-9.6401188291,-7.7002221412,-10.0069708524,-744.8942976489,-2848.5152621277,-7116.2045341947,-43.3707125951,-34.3052814557,-39.8261258619,-33.2093777767,-10.0863398637,-8.0287159918,-9.3180331146,-893.1808430222,-3069.3053399301,-7374.8484364972,-49.0957184087,-42.0868734912,-42.0770393769,-42.0360969905
-9.9598785463,-7.8658112232,-9.8015031327,-757.2607223708,-2890.0566065637,-7128.8234742919,-43.2493218847,-36.1229207943,-39.6971522014,-36.4806811155,-9.8135008353,-7.8569627176,-9.3267141541,-897.4817681814,-3112.2614854975,-7364.3920421771,-48.3025026505,-42.3693303645,-42.5498877724,-43.1198851681
-9.7708755911,-7.7790314826,-9.6864068289,-748.135747512,-2899.4467861379,-7102.7655414074,-42.5290078916,-34.4986816539,-39.7469511079,-34.2465140131,-9.7803815382,-7.9540858129,-9.438793216,-888.7814979895,-3056.8457638128,-7369.5394234455,-50.1185682628,-42.0212293114,-40.3218616852,-42.0266849398
-9.7586012939,-7.8314358042,-9.8708551464,-755.0373020729,-2899.6444077225,-7143.5470309668,-41.0191427498,-35.1333687179,-38.6551132698,-37.20817606,-9.8695254081,-7.9039027823,-9.1760690115,-895.812773448,-3073.7374756969,-7366.5406205642,-48.7630704698,-42.0898229568,-42.3498345512,-42.2182869663
-9.7951576688,-7.8508003823,-10.0072659652,-752.3448769018,-2882.1848355734,-7114.6812346194,-42.4541266546,-34.8115698286,-41.6766156695,-33.1490117135,-9.9840243184,-7.7565856607,-9.0937708573,-897.2826286899,-3069.1289820225,-7374.6800042364,-48.3798998488,-42.2047901119,-38.8211456873,-41.001772324
-10.2013013273,-7.8236487063,-9.495197727,-759.983546395,-2867.0248815657,-7108.0778497629,-43.1593862153,-36.475986821,-35.3327179856,-34.7872713189,-9.945909568,-7.9204990818,-9.1723313303,-889.2087231538,-3070.7114836921,-7342.8824614333,-48.7244087171,-43.5839346901,-39.858708094,-40.936776426
-9.6177892882,-7.8671651069,-9.9294403073,-754.0287893933,-2901.6525101069,-7146.7570788442,-41.365863368,-34.4789151636,-37.7410858836,-35.1743083593,-9.8014482804,-7.8327045008,-9.134954208,-888.8921694946,-3078.506657551,-7339.2941660635,-47.5251031509,-42.9864799327,-40.2929239622,-40.9445457687
-9.6596362633,-7.7138942899,-9.0949833615,-759.1894013009,-2868.7452366518,-7118.1629551214,-43.7113523117,-35.2788181015,-40.2659864621,-36.8220622472,-9.9556734533,-7.7893586503,-9.4360432669,-888.8353288754,-3091.5044384918,-7389.5579872671,-48.2645415959,-42.7332569782,-41.3021334273,-40.6217250733
-9.7556294396,-7.7919199225,-9.8674509521,-754.2867210379,-2876.5313936706,-7117.9663066563,-41.4926946651,-35.4268873002,-38.5964813363,-34.1063497004,-9.586351562,-7.856267386,-9.4524194814,-879.080854826,-3059.7431136947,-7355.1252603868,-46.17857035,-43.0216908964,-40.5504037738,-40.658821707
-10.0624739121,-7.7703525809,-9.2280113164,-764.4235584235,-2859.2860004681,-7118.1167121332,-44.0885236173,-36.5412362045,-36.1666039568,-35.8343631691,-9.8053467383,-7.7603764381,-9.4079689215,-894.5288592175,-3063.6069387577,-7353.3868561864,-48.7506881389,-43.9769516973,-38.3377941436,-40.1539985295
-10.0663664778,-7.7211630234,-9.6202772881,-750.7488362758,-2843.4536964306,-7109.1882830755,-45.625068102,-35.1670600948,-38.708421486,-33.6066809029,-9.8307121232,-7.9474948484,-9.4529627306,-886.5841018109,-3072.6181659737,-7353.2156134896,-46.6750011553,-42.4525744806,-39.4140323925,-42.4015389013
-10.3426853141,-7.746922706,-9.3483285201,-747.1655082859,-2884.7209221312,-7115.596084741,-43.1411525462,-34.1693459314,-41.0299803546,-37.3734364394,-9.9072428236,-7.947565995,-9.2066400788,-893.4147352409,-3089.7202904801,-7359.4967693419,-47.6401204786,-43.5807616851,-39.4702117828,-40.8924893925
-9.4208105539,-7.8436315595,-9.8403691472,-744.3067689522,-2833.5960743261,-7101.5420926852,-42.696357112,-33.4437437702,-38.3438408768,-34.1676442312,-9.7555786471,-7.6812145541,-9.2943575816,-897.6223546392,-3085.4975492387,-7387.7753383712,-50.2715820305,-43.7350745038,-40.4178681946,-41.6858190107
-9.8989617266,-7.7698596023,-9.6079740506,-747.7407957451,-2842.8627036391,-7097.3926542633,-44.233096686,-33.8509584699,-36.8552818737,-35.5651933901,-9.8706640633,-7.6855479065,-9.0824052786,-891.6627651475,-3103.4639516216,-7348.8659021899,-47.965170518,-43.7669274688,-39.3855294673,-40.6515922455
-9.8343085742,-7.8209692799,-9.5664819935,-734.1970308961,-2836.5239091862,-7130.5158709179,-46.0607252166,-33.8793174625,-41.6267751109,-34.1790489761,-9.7376081622,-7.7198255521,-9.1423348347,-884.8134017795,-3096.1227792245,-7365.6384806508,-49.1936082053,-42.4924756699,-40.1574217258,-40.7476652287
-9.9563742212,-7.7806266316,-9.8942824882,-734.5649367256,-2855.4826381992,-7121.3145275678,-44.1477631198,-33.7806775359,-37.7337568746,-33.2392521853,-9.8486098675,-7.9555890714,-9.1599181229,-900.0872847806,-3063.4398326724,-7370.5283927803,-51.6476167816,-43.100165067,-40.2869385211,-42.76109135
-10.0203573041,-7.7172411739,-9.4552420927,-754.0508695073,-2869.8220967951,-7086.0179043515,-42.3811167332,-34.2076837054,-36.3311482675,-33.131970074,-9.9488057286,-7.9642303814,-9.1182381108,-887.354444729,-3052.323970638,-7361.505067666,-50.6468892097,-41.8969523155,-37.8237861393,-43.4800807743
-9.9513243809,-7.7019100273,-9.9580426493,-737.3238639636,-2850.670773498,-7140.6113308356,-44.7642455951,-34.2543978741,-38.174637238,-33.878911093,-9.6127721245,-8.0004923895,-9.3183952086,-876.8135868617,-3063.6271952172,-7355.49193523,-48.8765680066,-40.2401605589,-41.5768324558,-42.0091513739
-9.8978487052,-7.6153741511,-8.9350947542,-757.9555622978,-2859.8362230622,-7092.4891948954,-43.4557707295,-36.0159110668,-36.1804975361,-35.0120695755,-9.7744743681,-7.6835206415,-9.0527386253,-887.6115112351,-3087.155748616,-7332.9737351577,-46.2254596018,-42.7354150239,-40.900497809,-41.6692313941
-9.8011243992,-7.6756895312,-9.2858319957,-758.0232732594,-2853.118412045,-7099.4762866877,-43.0187906684,-36.0927933517,-37.9250382436,-35.4933503153,-9.9005737137,-7.7600814149,-9.2788734269,-890.6973982622,-3077.0198207353,-7365.3389367037,-48.2770407331,-42.8762878252,-41.7597489401,-41.026798388
-10.0518803573,-7.7311675062,-9.9832603193,-739.2843326702,-2845.0999285989,-7125.7763755605,-43.5989358747,-33.330329934,-36.9638504286,-32.7772696204,-9.7238915061,-7.9598411305,-9.518084296,-880.9133945002,-3065.8346317154,-7356.5465799718,-49.1089513832,-42.7704485464,-41.7112124971,-39.8714049755
-9.7734683928,-7.7934344427,-9.8524607775,-744.9861696749,-2880.0733303356,-7130.0915359696,-43.9023399287,-34.4920158617,-41.6395109651,-34.0122567905,-10.0202434326,-7.6561512576,-9.1248606086,-892.2052457608,-3079.2535061257,-7358.3546169428,-47.8718809915,-43.4665147793,-38.1195776885,-40.4324913645
-9.9325236617,-7.7246350409,-9.5167973727,-750.9613051727,-2846.2333438928,-7115.6492118939,-43.7226388199,-35.8021000637,-36.1955022007,-35.0632615006,-10.1945148022,-8.0012127294,-9.2627846297,-894.1559228275,-3094.737660977,-7369.188852447,-53.4675870151,-43.3728332541,-40.2092094477,-42.3136278751
-9.788556294,-7.7975989591,-9.9122586159,-762.6291253477,-2861.360997785,-7125.823175174,-43.5340085407,-35.2426509569,-37.625751526,-37.3383199969,-9.8363619751,-7.9376039713,-9.5357552383,-874.1020431075,-3074.4952240941,-7378.9532676675,-47.5473778937,-44.0545181017,-39.854132276,-40.7648982044
-9.9124712716,-7.7356437166,-9.335026947,-764.6153585475,-2874.4595556759,-7110.2655520311,-40.9394901598,-37.1725613549,-34.4740038691,-33.3152341145,-9.961318293,-7.9814904559,-9.1065027332,-887.7953710148,-3084.0076281487,-7346.3255395873,-46.2047920109,-42.0847901224,-37.5365359081,-40.4279782728
-10.0826223453,-7.7245640068,-10.0065064816,-756.1838914716,-2879.9484867184,-7125.0698483783,-43.1302485065,-36.0546308774,-36.9196457575,-36.8560165387,-10.0014754096,-7.6753442266,-9.1195049576,-885.2226003673,-3098.9387563511,-7377.1931555023,-45.8916447171,-42.6482689113,-41.198441546,-41.700116655
-9.7700669841,-7.7699664151,-9.9603352406,-764.5286568973,-2880.3943910383,-7144.180424409,-43.5698076454,-35.2969866537,-38.2229951421,-34.8383074381,-9.7437239265,-8.0235104987,-9.3420888053,-897.8342744499,-3088.2558689661,-7343.1049358449,-46.6355107562,-43.0930786433,-38.2532594927,-40.8440320145
-9.8384117887,-7.8179061735,-9.8370345835,-742.7560142896,-2879.6668586916,-7095.8892914818,-45.793540368,-34.8790828971,-37.1027754092,-37.2290297346,-9.7219251387,-7.7522777498,-9.045406762,-894.4514639486,-3074.4730924392,-7357.2909289023,-49.2698607263,-42.1624893149,-40.2815160592,-43.3565860566
-9.8580910512,-7.7313174587,-9.8575305103,-765.3793869586,-2871.4992958673,-7126.150222954,-44.4026089122,-35.010267226,-40.6111053301,-33.2839893389,-9.6218391413,-7.9826400993,-9.5825608544,-881.7747628058,-3050.7838134366,-7321.1779579236,-48.4287355343,-41.666709286,-40.1190324957,-41.4066582449
-9.956283462,-7.8353507899,-10.0439573336,-735.0034804155,-2884.9815845708,-7130.8013609344,-41.1417645311,-34.9634572682,-38.2604548756,-35.5062167915,-9.8192084492,-7.9324701527,-9.0699112489,-887.5195659822,-3069.6263000133,-7369.7687806209,-47.4422444487,-42.0583872877,-39.3154391372,-42.3913080152
-9.7668044833,-7.8821921304,-9.8662433833,-746.5480551636,-2867.6510458471,-7123.7689351905,-39.8615810024,-35.8765940411,-41.1892458661,-33.8801054037,-9.8637771373,-7.6680162249,-9.529554435,-882.0753274145,-3077.7325096549,-7378.4266699252,-50.0646576143,-42.1573119859,-42.7376643232,-40.6944446577
-10.0860460988,-7.753438394,-9.4404119887,-773.8854491262,-2859.4737924231,-7102.1230465592,-43.2092510924,-35.8292796144,-38.121920068,-36.6774013735,-9.8664232299,-7.8772383603,-9.1083467505,-896.4195314865,-3064.4223735726,-7352.4727476357,-50.5078281424,-42.1335774325,-39.8847258753,-41.9234812059
-9.9526058624,-7.7158342726,-9.2358823693,-766.9806372877,-2860.0166611539,-7109.0528730824,-44.0780235092,-35.546942147,-38.7080488253,-33.8947214479,-9.9495059145,-7.713700895,-9.1637895117,-907.5099797503,-3065.8496786716,-7358.1944911958,-50.2424827516,-41.7970401082,-42.1052985604,-41.3004772812
-10.057619176,-7.7026232631,-9.219425529,-758.6778094139,-2835.3963144845,-7110.1763563005,-42.4412673749,-36.8205690956,-36.5753441161,-35.033056147,-9.7159701597,-7.6813900757,-9.5217366183,-881.2407499547,-3071.5917300767,-7336.4614977544,-48.7712687652,-42.7452118905,-40.7824425057,-39.6011963874
-9.8740751739,-7.6784871041,-9.3956548099,-761.2846543564,-2850.4040398181,-7117.2739786621,-42.8336332355,-35.2091753351,-35.6501701509,-33.842130559,-9.846883336,-7.8342244424,-9.1026771366,-893.5390426901,-3092.1609352594,-7331.231628708,-46.061641994,-44.1759455733,-40.9699085562,-40.4967737743
-9.9647049242,-7.6971402505,-9.6674071368,-749.4691752264,-2841.7479735677,-7080.3896136789,-43.3712350985,-34.3370902575,-37.7250712973,-34.0548104803,-9.753974782,-7.9367396715,-9.4548810421,-883.2649320088,-3089.5282002788,-7364.8635214839,-49.1862351427,-41.2158863437,-39.0979794236,-41.2395803224
-10.117922396,-7.7347165086,-9.8575131212,-738.8385936568,-2860.4687794216,-7127.585531769,-44.7594159383,-32.965112954,-37.5343119162,-32.1808701918,-9.8344015707,-7.7645579912,-9.1313931492,-878.6285086248,-3066.4752510785,-7364.4967601108,-47.4334662627,-42.0036633135,-41.4953326785,-42.3440264486
-9.9898470052,-7.6750224399,-9.4271908259,-761.8839087645,-2874.7701864654,-7109.9150662676,-41.047631427,-35.5308331475,-38.0621420418,-35.6288916332,-9.4574141499,-8.1406475733,-9.4657976715,-896.2180781703,-3086.8205110597,-7375.9800729483,-50.0012841602,-43.8814861224,-42.5895730885,-40.7760221502
-9.7401923787,-7.7450438548,-9.7037484081,-736.4403201176,-2835.479394249,-7124.2060382054,-44.697091779,-34.1624789172,-38.1938420154,-34.8980575623,-9.8279472688,-7.8015181363,-9.1608796229,-892.7210097152,-3059.1467261977,-7347.0855392124,-48.4173569323,-43.6246570937,-39.01482153,-42.6286857082
-10.1162026961,-7.7851533775,-9.8086996453,-748.1606557048,-2868.4649856248,-7140.1550447206,-43.305404842,-35.4235450191,-39.3906733721,-34.6208276258,-9.7096177967,-7.9159938837,-9.3599720478,-879.8843565771,-3070.5215671409,-7336.4599240659,-46.0169288187,-42.0562794614,-38.5161672422,-40.6710098228
-9.7172479079,-7.8964739637,-9.9251752595,-745.5892025817,-2880.9403008201,-7107.9871633627,-43.8136183656,-34.3566634304,-40.5924296396,-34.2356381968,-9.9537206933,-7.6257150771,-9.349046074,-888.3452457327,-3066.6978541203,-7380.1940367193,-47.8090759308,-44.0678929095,-39.7362251263,-41.2554557704
-9.7793767812,-7.7759424986,-9.6977741164,-750.2281559538,-2880.814224191,-7109.4798585131,-43.0971933067,-35.8362255898,-37.8263815146,-34.4951730225,-9.7548132721,-7.9840035921,-9.2029480664,-891.9397353406,-3059.963913448,-7339.9361294156,-48.0253507582,-43.1483276873,-41.003080318,-39.9614435024
-10.042614593,-7.8017260775,-9.569727432,-756.8997663903,-2868.7522382882,-7138.0860805963,-42.1288199994,-36.0216150859,-37.5853570826,-34.0332053256,-9.9945677533,-8.0214637886,-9.3712332671,-867.2403213054,-3068.6561778256,-7325.9402492031,-45.2949519502,-41.1102579934,-39.7162088556,-41.3091962733
-10.2380253918,-7.8919357224,-9.6244355054,-762.7336593156,-2900.68599771,-7124.0084036167,-42.3507542466,-36.9495131152,-38.0949301347,-36.8817084699,-9.8230324478,-8.0409681153,-9.2502581079,-896.3022974249,-3062.1136753062,-7346.7584164854,-47.1964899333,-44.0700671521,-38.6999064036,-40.5070117021
-9.6675989924,-7.8710485541,-9.8680904046,-732.0455819735,-2886.3171398657,-7153.0862299141,-42.9340638865,-34.8340592778,-39.2465272966,-34.2604797414,-9.9068155838,-7.8498180798,-9.0531389827,-889.7925446539,-3069.5888444961,-7341.6805407782,-47.5361239673,-42.7842108185,-40.259111046,-40.9622821218
-9.7651305438,-7.8567431875,-9.9931552426,-735.0411743844,-2857.8647729265,-7133.3937495935,-43.04213944,-34.7351420191,-38.5324139841,-36.5095199338,-9.8569256182,-7.9419931397,-9.3860770454,-881.8721904618,-3064.2765747765,-7342.7809325395,-48.0674727555,-41.7634007864,-40.2926412235,-42.5269099126
-9.8878622444,-7.816370133,-9.8984606713,-742.1494024107,-2875.7583004981,-7115.0233353927,-44.770126964,-34.8299041337,-39.4645315557,-33.9215777485,-9.9052894723,-7.7137739295,-9.1187716214,-883.942797527,-3060.7511803471,-7363.1440967285,-50.077179111,-42.8020600311,-37.3270222993,-39.9597677269
-9.9981733965,-7.736782109,-9.3197894947,-760.1618888175,-2888.6021886366,-7114.1567526825,-44.5764653541,-36.0083347624,-38.2808632284,-36.1732868895,-9.8804142946,-7.745431281,-9.3010863233,-888.3821335419,-3057.9985243133,-7352.8954167462,-49.7070479151,-40.5772815004,-40.792302556,-41.8269207615
-9.718112935,-7.7156513947,-9.7141548517,-747.0291427059,-2886.6186179645,-7122.5086771458,-42.8197718259,-35.5151723663,-39.0619189808,-33.4188866628,-9.7293793208,-7.8140103213,-9.5068691425,-881.7887089635,-3073.5621377173,-7366.28972276,-48.6809252409,-44.0829547871,-39.3159848778,-40.8503169091
-10.0910250712,-7.8504245323,-9.8888601952,-749.5467805589,-2878.0369942586,-7131.1877879728,-44.4355140159,-35.0126651234,-40.5387123476,-35.2963493575,-9.7652089304,-7.9202951552,-9.1030375454,-882.3558457743,-3080.5996812851,-7351.9622148002,-49.3051908651,-42.8713717901,-39.4298729867,-42.073341737
-9.9165516686,-7.793804141,-9.8062993845,-751.1575162195,-2858.2314765193,-7116.8443967293,-44.9759492385,-34.5842626127,-40.0659141511,-33.4397530646,-10.0020989033,-7.7728685818,-9.339324721,-892.1191027819,-3096.5462877088,-7357.9994296349,-50.4882917609,-42.756782277,-40.5447345737,-40.6871102686
-9.7759305735,-7.7011840315,-9.385690025,-764.3318828562,-2866.3843622689,-7120.5705268043,-44.4267080105,-36.7951693219,-37.5465106011,-35.1355087822,-9.6170913511,-7.9993389608,-9.3683625808,-894.36247741,-3077.6881797095,-7349.8321534211,-49.6149827813,-42.9037779846,-41.3138964998,-42.2233914971
-9.7334024965,-7.7628801759,-9.5160577904,-756.3892781611,-2886.2010979981,-7101.8720056986,-43.3311932856,-35.3425945072,-37.7956487355,-32.8903221089,-9.9044151307,-7.7084093322,-9.0200079563,-893.2770765029,-3083.3012519113,-7376.4573179884,-47.0864287555,-43.4740159605,-38.4644995409,-41.1898050176
-9.9930646749,-7.739474921,-9.4771392579,-744.1911490118,-2878.9154740868,-7082.2920084574,-41.7724863488,-34.5610212708,-40.1272971541,-34.3892417932,-9.615414534,-7.9934513582,-9.512876967,-876.4767538949,-3089.8292891909,-7351.3652379768,-47.8661480473,-41.4066555244,-38.7193537265,-40.3229307549
-9.727532063,-7.7739775073,-9.9807115471,-751.2108501613,-2875.144836785,-7107.3071424065,-41.6038160203,-34.9300686973,-41.5502113982,-34.730979578,-9.6844172508,-7.8276760205,-9.077926248,-886.8207326535,-3081.186258205,-7362.5425725555,-49.5921730926,-43.1988198285,-40.1653790097,-40.4516242137
-9.8899679476,-7.8236650353,-9.9410638617,-750.9411577615,-2879.2665348852,-7108.1716517486,-44.2393720979,-34.515342313,-39.5711381845,-33.5676230022,-9.754102159,-8.0846237974,-9.3111500161,-879.2966630971,-3059.763173798,-7349.5222941249,-47.7228850418,-42.4875985619,-40.3942403193,-41.8281740945
-9.9881377368,-7.7245926474,-9.5493246333,-755.8062719808,-2874.768269976,-7108.8284212388,-44.9515290322,-35.4365238917,-41.5039442978,-33.9473569716,-9.6650616867,-7.6209051701,-8.9373635226,-900.0114748142,-3084.519935723,-7381.279347254,-49.9642006153,-44.0102435386,-40.0659033096,-41.2069271162
-9.7882378144,-7.7729367115,-9.751960975,-739.4808116941,-2866.6280651312,-7117.1040628279,-41.0461831615,-34.2894672961,-39.1501744139,-33.7825033043,-9.8304547781,-7.6655993056,-9.3154658658,-897.8264827093,-3067.5518527476,-7357.3576526348,-49.6986122198,-43.2977995067,-39.9199129708,-40.2089043405
-9.9310674046,-7.7749524831,-9.9184442342,-735.5741764776,-2871.9083628336,-7115.5879873349,-41.6212768651,-34.1270373145,-39.6714906544,-34.7598392071,-9.8697089927,-7.9123940397,-9.204930108,-893.7145727027,-3076.8032916109,-7358.1818470604,-51.4701395801,-44.2426473109,-39.3757634629,-42.4219292749
-9.9428835347,-7.8130587141,-9.8419643174,-747.5004152316,-2878.1625813614,-7124.431253445,-44.2344130342,-34.3675766688,-37.0217489793,-33.6725529641,-9.8427273477,-7.8235882492,-9.0905869307,-899.246965858,-3071.4203047089,-7334.0261249243,-47.1786653612,-42.9587977475,-39.0880111053,-39.7296284801
-10.0792231517,-7.8356217482,-9.7230502646,-745.7259776544,-2889.4459477534,-7123.9297539717,-42.8400721243,-36.3076012317,-36.3550365172,-36.0591386721,-9.8321014735,-7.6963102994,-9.2585449529,-887.0625742491,-3080.2551970287,-7345.865493448,-49.5604890758,-42.4097514389,-38.8516176308,-41.599196856
-9.6381035278,-7.7308138553,-9.954551755,-741.7378391947,-2883.7801312511,-7144.7686500782,-42.4659339261,-35.2841340869,-37.8663136525,-33.5428019078,-9.8939243645,-7.9353087534,-9.151354967,-894.3080905139,-3093.7515243715,-7348.9034209012,-51.1179599844,-43.80132641,-40.3756622,-39.3009852976
-9.7051238108,-7.8277096132,-9.9624143158,-754.3690960186,-2873.5890055617,-7155.7969902506,-43.8434031846,-34.8219001154,-39.6311712405,-36.5860225891,-9.8421872454,-7.9003649319,-9.6097541647,-890.4141024636,-3080.0539344121,-7388.867591769,-47.1060686209,-44.4642844035,-41.8354680141,-39.7866836301
-9.780240027,-7.8240489215,-9.7915418095,-752.5805648072,-2889.8277968989,-7125.2032961387,-44.104668816,-36.0660649911,-38.0037785727,-34.0582115914,-9.6987240736,-7.955887595,-9.3318235114,-901.4804813842,-3080.2180759999,-7337.719876956,-50.5816245884,-43.5111294561,-42.5212325195,-41.2689825941
-9.9331718673,-7.7602491923,-9.3005757672,-773.057920735,-2878.2959713213,-7125.0094849226,-43.406297945,-37.2625568226,-35.5724676891,-35.5062682577,-10.1734442388,-7.7019411585,-9.2453545216,-874.8390784435,-3062.9386291681,-7349.8676684629,-49.7529603387,-41.0417339889,-38.7690458073,-40.1232655906
-10.156185964,-7.8087115202,-10.0230461373,-755.8676398433,-2880.9690440759,-7122.7592608151,-42.991990431,-34.9497192712,-39.6753330399,-33.4369900713,-9.8935329002,-7.8646915301,-9.0944226399,-891.7940094647,-3098.9943590552,-7382.4384794518,-49.7916954614,-41.2283030061,-38.0279677332,-41.8283576043
-9.6153589405,-7.8558534044,-9.6659987902,-754.1601629892,-2887.4702609402,-7108.9193669731,-45.2058749669,-36.0085644874,-37.0353215187,-37.3879227027,-9.8312642608,-7.8875544713,-9.5466823967,-897.0307379239,-3087.9097907507,-7338.9680255635,-50.3280943211,-40.30774351,-41.2687380583,-41.3611591913
-10.1318863464,-7.7515207458,-9.7848857401,-763.3353664108,-2884.7244573437,-7127.7857677732,-41.7259013375,-36.3014159121,-36.2258554083,-33.6157609709,-9.9613804889,-7.9514863845,-9.495778579,-884.0147362668,-3063.9743291517,-7341.1218246302,-47.254993237,-43.0363948578,-40.960335937,-41.8906130154
-10.1001646172,-7.7278781439,-9.2680923326,-762.11843051,-2866.194572643,-7088.7462104182,-43.0142952745,-36.9594413455,-34.9759624836,-34.438227787,-10.0507380166,-7.9715620025,-9.3368011968,-884.6183743755,-3061.2865178094,-7358.1682213556,-46.7170005359,-41.5686371807,-39.6571359947,-42.3679415734
-9.7611996518,-7.8827823657,-9.473864766,-748.4550286776,-2879.1875964111,-7088.5654383639,-42.4131562856,-34.8337304038,-36.7389886792,-33.1046223278,-10.0857203514,-8.0933264866,-9.2934745968,-888.3865574424,-3077.5529927869,-7349.2897765322,-50.1085243566,-44.3366882502,-42.3413105416,-40.0448263972
-10.0700430084,-7.6606157151,-9.2246850788,-763.0029395359,-2863.3923771304,-7116.2360734059,-42.9148188881,-38.0707244381,-37.3095091729,-34.6012814594,-9.982776194,-7.9775800289,-9.3590298367,-898.881025388,-3073.8441373691,-7354.1442804274,-49.3024883733,-41.7730688214,-41.877385625,-41.9706791478
-10.0173641929,-7.7917510973,-9.3121619767,-760.7786942662,-2883.7456884522,-7079.3012681404,-41.8739252741,-36.4124937175,-38.3221356049,-36.4957027078,-9.8236232745,-7.8874978985,-9.4287830121,-891.8123439733,-3088.5085980643,-7341.2165027603,-47.3274862889,-43.4412918619,-41.4567305926,-42.1244256107
-9.4517684049,-7.6756947045,-9.2292583878,-754.7383156404,-2843.4832646889,-7103.756776728,-44.0140385782,-36.5576582416,-42.1758177531,-35.9047772221,-9.7954492775,-7.7855561662,-9.093927567,-898.8364987693,-3087.1129367082,-7333.9387473102,-47.1383380211,-42.49735756,-38.5942926364,-39.7021567705
-10.0090239553,-7.7521577587,-9.3480578582,-751.4300880183,-2848.5805954079,-7106.4708688758,-42.3224689389,-36.4665552839,-36.2664324639,-36.2730833887,-9.5954387622,-7.9643784974,-9.4030336795,-872.6782698195,-3078.228234837,-7345.1926992972,-46.7125785645,-41.1059468124,-38.8137079497,-42.1333315484
-9.8891381197,-7.741291523,-9.5589945457,-761.6699765439,-2866.0711824889,-7125.3180578988,-44.4211582569,-34.1209161849,-37.5967418344,-33.463679987,-9.8041262832,-7.7798552109,-9.0008684242,-893.5121250431,-3075.596990954,-7359.012980868,-48.7741684474,-41.8983603082,-39.0665427469,-39.5061859491
-9.9372651719,-7.7024561465,-9.3723818325,-749.4885243985,-2868.4454077016,-7100.1526216591,-42.1769270468,-34.9668717003,-38.2161557292,-35.2869450665,-9.8041975929,-8.0183280046,-9.2908254836,-881.050909046,-3063.1865589805,-7339.291204505,-48.4241312607,-41.7500800684,-38.9678341897,-42.5521434685
-10.1159306417,-7.8822249856,-9.8473694906,-736.8406932736,-2877.3248612719,-7101.8260660732,-42.886764295,-34.3567167764,-39.0274031149,-33.3803345414,-9.9309631316,-7.7555243151,-9.1235785623,-883.7478889027,-3083.3148847915,-7339.8412451549,-45.1997018146,-43.1481311101,-39.0659366162,-39.904218714
-9.9021651446,-7.7562498284,-9.0953111529,-755.2924932129,-2840.8817958448,-7094.6512892487,-41.9861187844,-36.6789148411,-37.455450932,-35.4282107178,-9.9000347868,-7.7921165404,-9.0647030121,-890.8796765285,-3084.9065422551,-7328.5667824782,-49.5681506995,-42.7560659326,-38.6448163823,-42.7906828871
-10.094024805,-7.7134771013,-9.2876192808,-742.3202040712,-2862.891108208,-7100.6986099933,-42.393366814,-34.5582032442,-39.0468587135,-32.2123780717,-9.5480466292,-7.6680614494,-9.045832574,-899.3055962035,-3079.1745697726,-7359.3620192752,-48.0848284704,-43.2585403495,-39.8957538801,-40.6526192047
-9.9619579327,-7.6479315177,-9.0934664908,-761.9197842378,-2874.3746205362,-7100.4210869316,-43.5288789791,-36.5382579159,-39.3047117705,-36.4324010638,-9.7694375007,-7.9298790417,-9.1614040123,-884.0907964654,-3036.0939546639,-7334.7559975232,-49.7178487824,-43.1043897494,-38.750609206,-41.7806494753
-9.4514373123,-7.7493177801,-9.4705587434,-740.2629411833,-2876.4660500919,-7093.9902616083,-43.5282382535,-34.5763809586,-37.6443607901,-34.3079576554,-9.8114400886,-7.8922984336,-9.0708981886,-891.9138028772,-3060.0079065907,-7355.1899450672,-49.8424616796,-42.5420667178,-37.8940314973,-41.6905954204
-9.7323428508,-7.7678085428,-9.6562765373,-746.9987258483,-2877.2549758111,-7127.7316093424,-42.3246920092,-36.1521545059,-37.7171392476,-33.624704968,-9.7810035685,-7.7139351508,-9.247319281,-888.0497252755,-3080.9782172117,-7381.402140584,-48.7061690906,-43.5537155881,-41.1386589815,-40.5730000712
-9.996103552,-7.7022594947,-9.2895301014,-765.8250242769,-2885.8233013717,-7115.4266237063,-43.7127061008,-36.513742387,-37.4257175596,-37.9466210351,-9.9208402618,-7.9779733712,-9.2785532978,-875.5104362415,-3091.2583577389,-7380.5415757812,-48.0366408755,-42.5229892738,-38.2897220642,-43.6396928418
-9.7728910922,-7.7713141625,-9.3888055922,-736.4899183895,-2845.8044510033,-7092.4076940601,-41.1974708373,-35.0150667042,-36.5923181477,-33.130540476,-10.0139138964,-7.7604606147,-9.0678113338,-897.3738402976,-3079.518187748,-7363.6621062764,-46.9332879241,-42.9211149345,-39.2956563172,-39.4389769074
-9.8088951537,-7.8703043391,-9.9726240426,-750.6930520767,-2883.7111726816,-7127.1011087828,-41.6174693275,-36.5006956428,-35.9123904352,-35.8227581432,-10.0178361024,-7.7122688878,-9.1027648935,-887.6610225446,-3078.5363266109,-7353.5221459442,-47.3787494042,-42.7612681998,-39.6218335023,-41.1268687787
