bal_150_t-1,bal_250_t-1,bal_350_t-1,bal_energy_band_low_t-1,bal_energy_band_medium_t-1,bal_energy_band_high_t-1,6004_FTF_t-1,6004_BSF_t-1,6004_BPFO_t-1,6004_BPFI_t-1,bal_150_t,bal_250_t,bal_350_t,bal_energy_band_low_t,bal_energy_band_medium_t,bal_energy_band_high_t,6004_FTF_t,6004_BSF_t,6004_BPFO_t,6004_BPFI_t
-9.6147024753,-7.7975326602,-9.7172425155,-803.8527857419,-2982.8636400567,-7228.5253162944,-46.3577183324,-42.3784136022,-36.1655714256,-35.4092932647,-10.0339687348,-7.7684059687,-9.2451636463,-899.0544740932,-3099.1226939522,-7373.8758679004,-49.5618773398,-41.2495042514,-38.9640954025,-43.5763600617
-9.6189783414,-7.8960890605,-9.5268201316,-800.9048558606,-2943.3986791861,-7172.662817926,-42.1498473693,-43.1395903262,-37.9912159599,-34.8143212071,-9.9060840192,-7.8546928942,-9.463312674,-893.9914529828,-3083.6560310828,-7366.1408076773,-48.8098528744,-42.0422291558,-41.2412917679,-40.7232576719
-9.6582084198,-7.9329325829,-9.0952968514,-794.3373617417,-2971.5793634961,-7187.9545342317,-45.8224511823,-44.9347718785,-36.1758529319,-32.5989649674,-9.6274179327,-7.81053335,-9.0721615749,-901.4301299127,-3082.9189360233,-7369.8173295589,-48.2647069151,-41.7741136228,-41.2405455757,-42.3158779848
-9.4552018625,-7.8338158201,-9.7009393273,-806.3496326753,-2974.8498978744,-7213.3768848181,-47.4274131975,-44.8773014297,-36.5427265718,-33.7501154935,-9.7081186185,-7.9473941783,-9.2870340477,-894.7615868018,-3078.4344851563,-7341.2776264886,-49.2852033974,-42.5074266887,-40.4089644131,-40.9508486485
-9.5575710902,-7.7741141068,-9.5555191094,-802.1347619204,-2972.7713279872,-7201.2930299609,-46.1976045057,-44.4861996201,-37.5541998416,-34.4631927242,-9.6216279491,-7.9113234559,-9.1767133116,-878.7846399401,-3071.0697545163,-7354.7406646125,-47.8930834623,-43.4256773748,-38.5891967235,-43.8414060857
-9.107829026,-7.9609504965,-9.4126022634,-801.537602836,-2958.3501438537,-7223.6297554912,-45.896998084,-42.6208682807,-35.2935408326,-33.5998578803,-9.7379126327,-7.863565495,-9.3573968965,-897.6754187825,-3076.805906263,-7350.0091008136,-50.575282935,-42.4374542462,-40.3259783507,-40.9592243132
-9.4738085033,-7.8005455333,-9.4973867156,-808.2295006755,-2976.7013380655,-7179.8179802117,-47.4684507754,-42.9182687008,-37.1437888922,-34.9104658325,-9.656006095,-7.8744292169,-9.2267025064,-894.5728304719,-3080.7000339039,-7390.1395005066,-49.784676395,-41.7663973743,-41.449342061,-42.9257778916
-9.5066217449,-7.7892807384,-9.4460213637,-801.1812289682,-2952.5075536954,-7186.420583461,-46.8244090131,-43.6105237314,-35.8176065297,-33.7452229377,-9.6001014671,-7.8260720604,-9.1647837857,-897.621195418,-3076.0756463419,-7354.8522123953,-47.9392827456,-43.0470025095,-38.5342664911,-40.6569047612
-9.3342701626,-7.8041643883,-9.1571688006,-800.5439808961,-2957.0158258616,-7195.6208347371,-45.1351181431,-43.2755306567,-36.2038631,-35.4771180028,-9.9232084474,-8.0612843884,-9.5152966035,-883.9400966844,-3084.0024504451,-7346.8179379863,-51.1926523172,-41.8284777491,-41.4027214624,-40.2794876357
-8.9005710545,-7.8403095154,-9.6212707944,-809.8003817744,-2970.9690479198,-7214.8023734532,-43.9540556028,-45.3820935684,-35.8917505703,-35.4790112504,-9.6801546264,-7.9759933874,-9.1849398702,-897.8254465425,-3064.0526393344,-7337.8866085387,-52.8231388097,-42.5702060902,-39.4865167055,-41.265452202
-9.3569055107,-7.8138830435,-9.7659895063,-808.9753550443,-2968.9030803599,-7191.5746683562,-45.177198925,-45.4373162854,-36.4493647495,-35.6685700005,-9.9012358088,-7.8708093411,-9.4222673844,-886.6761694512,-3072.5728783242,-7342.9974002653,-49.7459916001,-41.0929420644,-38.5936376083,-41.1504665917
-9.355278058,-7.7981743614,-9.6408218379,-807.1360142909,-2958.5257316117,-7187.0722846357,-45.3441126085,-42.9202181639,-36.5814123764,-34.9963793841,-9.6013208296,-7.7996497577,-9.1898544767,-888.1753606127,-3070.5109376654,-7373.4359598523,-47.7764890985,-42.1498733348,-43.8207526299,-40.022641916
-8.9670349902,-7.851420242,-9.4891577846,-807.4090159075,-2977.2580228104,-7213.7174034492,-46.2009095771,-48.5922329786,-35.9715482667,-34.9098374838,-9.8694421156,-7.8130222936,-9.3338707343,-902.062021682,-3086.6560665412,-7373.8656206551,-46.9636851498,-41.9314032798,-40.7796767616,-41.2972179394
-9.5266318142,-7.8437085687,-9.8506083844,-803.5775957113,-2975.7739426986,-7217.5724247936,-46.5313173843,-42.9784930373,-36.6211262593,-35.0476443052,-9.8239425604,-7.9671397474,-9.1087703491,-890.4487722612,-3071.4344199355,-7359.7296202691,-45.9994779508,-42.9333004925,-42.5697450917,-42.8177084144
-9.5402110866,-7.915003686,-9.2113101601,-803.2062361384,-2962.4677441612,-7209.9642471166,-45.0001233227,-43.6394192525,-34.7900696715,-35.157436599,-9.7324622201,-7.9323870809,-9.279129257,-898.9590365406,-3056.0358573859,-7359.5528807776,-52.7657008778,-41.9538115355,-37.482454385,-41.6330712983
-9.1429586058,-7.7835820248,-9.8302926355,-799.2925185864,-2986.7052124912,-7205.90018801,-45.9658438331,-42.9364313983,-35.3087774585,-33.312677046,-9.9464955747,-7.6935536868,-9.0782111324,-896.1031492552,-3107.0229748241,-7393.0766674093,-47.7857332653,-42.3692776358,-39.6146244842,-42.3050037422
-9.5825127107,-7.8491239997,-9.2156576274,-787.4935954695,-2964.1176160518,-7185.3461625594,-44.5129825799,-43.8542794636,-35.8586174935,-33.2593370845,-9.8145850061,-7.9625857784,-9.265800787,-893.466232095,-3071.4104937018,-7358.7275983145,-50.290485227,-42.3169249004,-37.9062842072,-41.2619167347
-9.3732850918,-7.9603226672,-9.1570080664,-797.4454644348,-2991.7746471308,-7211.1141653194,-46.7653659011,-45.3219588592,-34.6173274338,-35.962792624,-9.6258971154,-8.041054416,-9.4785370409,-884.2210351743,-3067.0798576225,-7354.5761928205,-46.7780827131,-41.4293826638,-42.5981206766,-43.2052152856
-9.4330415985,-7.8010738176,-9.6444345288,-797.7512565739,-2976.2877064042,-7183.5673003449,-46.0874280767,-44.5123963102,-36.32418878,-33.515806213,-9.6861108319,-7.8771851699,-9.438472947,-886.233682775,-3078.6043165989,-7378.7840417562,-50.5402276386,-41.1189466776,-42.286127009,-39.6478593951
-9.2829656647,-7.811856895,-9.6687201101,-799.9857273167,-2978.6283388901,-7211.0870904876,-45.6248027019,-42.3724526004,-35.4508583381,-33.6454738832,-10.0534327569,-7.8844972742,-9.1537837554,-889.0265873483,-3069.8163335504,-7372.8549619243,-48.9131720293,-42.0902070631,-41.417327902,-42.0428006372
-9.4256180682,-7.708219335,-9.7080530946,-799.2276751914,-3009.4622942754,-7207.8510029187,-47.2563266899,-45.7000887791,-35.4139850785,-35.5730360609,-10.0096523668,-7.7451466873,-9.1330976759,-889.53107133,-3068.044662581,-7349.4516460323,-48.1366848773,-41.1495347876,-41.2425919105,-40.7740018282
-9.4645454599,-7.9084772266,-9.3396302446,-805.2487208809,-2958.6422309203,-7227.0120213075,-45.8875646355,-45.4851021832,-35.4103842078,-34.1068238489,-9.5267397288,-7.7854393312,-9.4993769074,-886.0939462153,-3072.2943942393,-7340.3470133111,-50.4554089552,-41.359252956,-40.3407881592,-41.4438514645
-9.4004353332,-7.9001292978,-9.0719687674,-788.5773901005,-2992.960488656,-7185.82886061,-46.2797942865,-43.7635476573,-35.9294897694,-35.2400199602,-9.9564652269,-7.9357817745,-9.2754702171,-886.7528367492,-3078.8217069329,-7368.1008082678,-53.8739011994,-40.8184976491,-39.6293662628,-40.5296905376
-9.4507041521,-7.7952920694,-9.5342086876,-809.5237118451,-2974.0665139158,-7215.1566500659,-45.7828773523,-44.3497359396,-36.3627271544,-34.1868555288,-9.7127465759,-8.0048959668,-9.0901939568,-886.7897419155,-3068.6306431926,-7341.7006261399,-48.3528842143,-42.5629098175,-39.469806436,-41.1158703592
-9.7927451803,-7.8966457177,-9.3786558008,-788.6250409881,-2930.2937469248,-7193.2957665213,-45.3558052848,-43.0685512943,-35.4938914555,-32.4534259371,-9.6504792485,-7.7214225963,-9.098945409,-897.7765319917,-3085.293078403,-7338.3429533476,-49.3769347581,-43.4419528432,-40.6204134367,-42.1145868978
-9.5039815104,-7.8671503893,-9.1070474901,-797.0388745859,-2968.6827107515,-7175.106283171,-45.9794028838,-44.4910167488,-36.8405445714,-34.9128619538,-9.5351704588,-7.9478010998,-9.4524485055,-873.0334988049,-3058.9918987849,-7311.769881824,-46.8383232849,-42.4594540539,-40.1151174949,-39.761606569
-9.3784978233,-7.9180412577,-9.3682465737,-788.8592807114,-2954.0676405026,-7205.8404816576,-43.2122472911,-42.2011657474,-35.4294398235,-33.1034686392,-9.6626624409,-7.7897026025,-9.0563171743,-884.8893569295,-3067.7732528279,-7367.4184958102,-49.0402547646,-42.8974755225,-39.7426881429,-41.4396085427
-9.8000192916,-8.0075613823,-9.1101382553,-789.1036743464,-2975.2031087435,-7186.2703495927,-47.0250918699,-44.8400417478,-35.7474713074,-34.5751588861,-9.4670592896,-7.8413231104,-9.4930011492,-886.8436737115,-3051.8029433232,-7351.5496468063,-47.5033464748,-42.2974572858,-40.9935715111,-39.4240426452
-9.5032083609,-7.9047491014,-9.2911962322,-798.4960319468,-2972.1135773417,-7194.3754268029,-47.5350575088,-44.7733354253,-36.3937561034,-34.8890444457,-9.5643882583,-8.0139533867,-9.3311280432,-892.2093762919,-3053.5763735896,-7318.653696327,-50.7393766915,-42.9278302097,-39.5854367,-42.6712392883
-9.279754919,-7.9775424758,-9.3079719466,-794.980244666,-2966.1498686112,-7189.7682582385,-47.789640192,-44.2554445783,-35.7082881688,-35.0909235291,-9.9018858791,-8.0476181531,-9.4164149734,-887.7262291576,-3055.7624579695,-7348.2542549881,-49.5220834027,-42.8267010911,-37.9513747377,-41.215504028
-9.4258965283,-7.9469621511,-9.138926092,-792.4347381426,-2963.3125066596,-7202.1291143482,-45.7645938936,-43.7302071211,-36.74703465,-34.0381292592,-9.4652896314,-7.8325852051,-9.1370849582,-876.1240312235,-3081.569660488,-7328.7240420132,-45.9492706859,-44.0243506534,-39.4184945461,-42.3360625216
-9.6386249016,-7.9462610202,-9.179377914,-815.6270294351,-2996.1577668211,-7199.9145258584,-48.6919355967,-45.8765336231,-37.3050575226,-34.3909461994,-9.7294901445,-7.7792808578,-9.1416100894,-881.7672370216,-3058.7324100217,-7341.5716242763,-47.0811475883,-43.3006011635,-40.3869237261,-39.6887422368
-9.7650146807,-7.817194825,-9.3354750459,-795.3929948239,-2942.4697394126,-7193.800800889,-45.7070604071,-48.0803151972,-37.3608611159,-35.0670121269,-9.8115931802,-7.9114384629,-9.1535294684,-894.0692525606,-3071.1747346809,-7369.4314847326,-48.6552365244,-44.9868686224,-38.7046896368,-40.7734616312
-9.6048722224,-7.8857265801,-9.1429079715,-789.7573796544,-2970.1516384351,-7186.4545730876,-45.323459106,-43.8670388211,-35.0336054201,-35.4111567079,-9.9876428386,-7.8269456449,-9.438141996,-882.3315320543,-3088.0035978726,-7365.6742687117,-49.7407578452,-41.5423420621,-40.4465117028,-40.4096293635
-9.1872407171,-7.9007812007,-9.2140645103,-798.2212075519,-2987.607814198,-7198.6285988944,-47.5943390428,-43.5521624403,-36.323942738,-33.2196529169,-9.8460380431,-8.092819169,-9.1993279311,-886.4982288978,-3074.2135952804,-7326.1003299076,-47.1644861492,-40.7861034032,-40.0323449165,-42.554656866
-9.8606837965,-7.941868491,-9.5640536362,-804.8345850936,-2961.0465552483,-7196.2241149953,-44.5289770805,-46.3909097417,-37.2654307044,-34.3919127403,-9.8805566191,-7.9714033032,-9.147709323,-900.0672848931,-3082.200751646,-7352.57451718,-51.4523318295,-41.2214395145,-40.3997126416,-41.1642106055
-9.8109492911,-7.8051368221,-9.3560415144,-793.9036324197,-2940.5909370634,-7183.2889736923,-43.3815188118,-42.3654181071,-37.4660048858,-33.6787355273,-9.7545349015,-7.9103721138,-9.198961976,-895.2471197938,-3084.4236225836,-7335.8936111,-48.5851648459,-42.2432523575,-41.9935673813,-42.0170725626
-9.5612872105,-7.7828381725,-9.5304550222,-796.6463371457,-2950.3193278468,-7187.4720677122,-45.5464445398,-43.9160403315,-36.2659251466,-34.9034401529,-9.7877947333,-7.7515493219,-9.2660608897,-878.4917403275,-3078.3085973043,-7359.7035109586,-52.1833645035,-41.6912129856,-41.3760134461,-40.5181730683
-9.6728692786,-7.9289597768,-9.1869244959,-809.2794942474,-2974.4154945179,-7192.2244971007,-48.8506048735,-44.6546660361,-38.2415177001,-34.2180260152,-10.0551876271,-7.9312592801,-9.1393188032,-908.8740939516,-3096.8518157319,-7366.924714226,-51.4312690532,-41.9731113774,-41.3877768537,-40.3403987237
-9.5878424261,-7.8203958221,-9.48399242,-810.6779711956,-3001.0502009364,-7214.5082433758,-46.5334290899,-46.1975548431,-36.4863089867,-34.5493004092,-9.8826339826,-7.7015102054,-9.2949004056,-882.8604446354,-3065.9212487994,-7385.2312803237,-48.4638881222,-42.7804926375,-39.3562821065,-40.1119061298
-9.4855176366,-7.9215267047,-9.620787686,-810.7741685831,-2993.8726783453,-7217.9878381487,-47.2530868926,-45.6735298104,-36.4502828288,-33.5433809912,-9.7723915163,-7.692238269,-9.0803886075,-891.1750194309,-3068.9470700172,-7355.7756720884,-48.3661037891,-41.7129834801,-38.8492900099,-41.3992439718
-8.8392563511,-7.940115372,-9.273951109,-807.2439926949,-2998.274173567,-7209.9208902134,-46.8091200825,-44.1754720356,-36.7650757339,-35.4622542922,-9.7541895383,-7.9077842037,-9.4047813888,-878.6121058731,-3084.2495354937,-7337.742804081,-50.2409783148,-39.8141585321,-39.5923261081,-42.1002451501
-9.5013968972,-7.8543502246,-9.3099005211,-801.8812066806,-2983.6556387167,-7204.0782752567,-47.2997714072,-43.1537040336,-36.3063256606,-33.9312214811,-9.9667858593,-7.8515589126,-9.4919489004,-891.72259305,-3082.6563349554,-7375.5411568912,-49.9063704985,-41.3736670229,-43.7597126442,-41.5986636246
-9.9395850865,-7.9962351056,-9.0455206812,-801.5753882471,-2969.8546865659,-7197.7548173658,-45.4605146936,-44.657231105,-34.603321263,-34.5195852859,-9.9270977386,-7.8705218842,-9.5508636416,-903.1197644432,-3051.9504081547,-7356.4832812885,-49.9378920036,-42.2004078966,-41.9514287164,-40.6644662949
-9.392046644,-8.0424150108,-9.0440461491,-802.387790765,-2979.7420878731,-7194.7440981319,-48.6417018061,-43.181087507,-35.5241835671,-34.5536166789,-9.67084602,-7.9065755399,-9.0117251339,-885.8143740733,-3099.4374413876,-7365.4208329095,-47.0004726859,-43.9658925349,-38.2586006078,-40.7337435846
-9.1906788237,-7.9902004362,-9.2054620758,-798.3603410086,-2988.7123784345,-7205.4229850881,-47.7856219526,-44.3764346137,-35.1816292201,-36.8733180382,-9.6302887104,-7.9516581933,-9.08479638,-899.1074433149,-3087.3725851026,-7337.3316323381,-48.4316164528,-41.8682703538,-40.9348087553,-42.8233779081
-9.4393947018,-7.8404317874,-9.6798634418,-798.957576725,-2982.0480150887,-7196.7656646616,-45.4598364713,-44.809090951,-35.2520916305,-33.8870231025,-9.5435843417,-7.6563395091,-9.0919572867,-885.2520773875,-3059.4451458238,-7343.1705110589,-49.0698196971,-40.3230086168,-40.044419774,-41.2821186354
-9.813638127,-7.9427425236,-9.406553143,-790.2089104359,-2963.3191552405,-7197.7950353454,-45.3701888865,-42.7880678288,-35.6038633494,-33.3823467078,-9.8851335614,-7.8571377446,-9.1174260532,-876.8670860651,-3087.1261625529,-7369.4281036503,-46.2880777626,-42.1699174674,-37.68216902,-42.1478244831
-9.2326394728,-8.0272181753,-9.2227803266,-787.941112287,-2970.4407412515,-7170.1706727644,-46.014477361,-42.781806994,-36.4279940385,-33.501941311,-9.9007165969,-7.7469614556,-9.3063110463,-893.2784548653,-3049.8922159309,-7394.5111244762,-48.3009451534,-43.3130843594,-41.4289518834,-39.8518972669
-9.4600553597,-7.8032588625,-9.5235711013,-802.1363210309,-2962.7266765844,-7210.6760418552,-44.5030430928,-44.4949010049,-35.4635525313,-33.7455392799,-9.9265015686,-7.9633013222,-9.3693789197,-877.8888295508,-3078.4286304504,-7358.2198248006,-49.0110320823,-41.7591804427,-41.5555746058,-43.2104621258
-9.4326958981,-7.7660556226,-9.6428593578,-814.8776773861,-2975.0677764957,-7186.2808570318,-46.510930211,-46.355747271,-36.8165165663,-32.6072981277,-9.8128322364,-8.0392630526,-9.1426057372,-898.3747006003,-3042.1470231231,-7366.1866027087,-50.3653538791,-42.7165121318,-39.8079879181,-42.66066945
-9.0568828586,-7.8254382505,-9.4217258287,-799.9112109925,-2958.3804041206,-7199.0263149025,-45.7195440575,-43.4979665675,-36.0248386562,-33.6122050212,-9.9642670669,-7.8337325351,-9.1314041538,-903.7303743997,-3081.5514873722,-7356.3170127954,-51.0529051283,-41.5778636258,-37.7304360176,-42.2906266774
-9.3151332246,-7.8415282461,-9.205884181,-796.8506366748,-2978.5199319881,-7208.6086331821,-45.4827790169,-41.621513002,-35.7376962277,-33.9768703839,-10.1750696833,-7.7836652266,-9.3548195418,-883.1881063734,-3059.9000601274,-7350.0402253793,-48.6724607013,-41.4047304602,-40.0529161042,-39.8868179039
-9.6812492138,-7.9505635246,-9.0453852303,-799.4494240709,-2990.6933905056,-7197.67895649,-46.7814737806,-44.9632768517,-35.5882480263,-34.3916722723,-9.704235699,-7.7372085837,-9.0994426252,-881.1505538403,-3061.934954292,-7334.106141606,-48.080855833,-41.7136608741,-39.2793569225,-41.5312820365
-9.5678463625,-7.9367091417,-9.4768151246,-787.7602589825,-2951.1001431357,-7194.5584209407,-45.5065831265,-43.9219755536,-36.0128082209,-32.6176329913,-9.8076661733,-7.8814043442,-9.3818635468,-892.5977567924,-3082.1557064823,-7372.5310992002,-48.7620219797,-42.6770809791,-40.1340087084,-41.6629093852
-9.415063583,-7.8064688994,-9.8531068873,-806.558540291,-2985.9721062558,-7199.6095079811,-44.7003301334,-45.9578186513,-36.5427882818,-33.760034459,-9.6770094372,-8.0482465952,-9.2654345763,-891.712334573,-3083.8011914972,-7357.6602864109,-49.5024424268,-43.9628585724,-41.0396632631,-41.3308325144
-9.3295790582,-7.7772308741,-9.7190586177,-802.8538283464,-2991.6797970896,-7211.4502455026,-45.8786238569,-44.1274937644,-35.4396404538,-33.9882245247,-9.8343326089,-7.8909396162,-9.1012135633,-890.7163532299,-3071.6474508681,-7392.5462877993,-51.2677982332,-40.8810278008,-42.7391795767,-41.3028417888
-9.5645689838,-7.8503354094,-9.4023982584,-803.5441473809,-2962.5421309585,-7198.8315154191,-45.3308445289,-43.554046323,-35.6390673003,-34.7152873104,-9.9658657672,-7.6987970098,-9.2678835292,-897.3695663897,-3058.8887000456,-7374.3120871122,-48.0810222247,-41.7858355992,-39.6533307026,-42.3040215809
-9.1517729728,-7.9076565635,-9.2806823477,-810.7737304394,-2965.7891298837,-7174.8411381013,-47.2427142219,-46.4212340977,-37.4837889723,-34.3465962483,-9.9306925806,-7.8216942768,-9.0633746696,-877.3890056556,-3056.3637631655,-7364.4268637573,-48.2158556335,-43.7536034851,-37.5761985103,-40.2260059127
-9.3836082318,-7.8183363434,-9.5632511021,-796.7023928737,-2946.4415518303,-7179.0040417127,-45.4467173789,-44.5678670521,-35.8402850263,-36.4737614863,-9.8408861542,-7.888417627,-9.4931174585,-891.6226961194,-3050.5472595569,-7365.0982570385,-46.9667462366,-42.5369508731,-38.4908160413,-41.8069557057
-9.4000783028,-7.842859197,-9.3265949464,-799.959292423,-2960.1825378771,-7173.6580259158,-46.7909226667,-42.6307832603,-36.2777036725,-35.9476825961,-9.9108287104,-7.9195539542,-9.153854444,-888.1140428762,-3066.7072924881,-7348.4728491819,-49.3825503537,-43.5056526502,-39.8837346705,-42.2579330367
-9.5253237911,-7.876019182,-9.0726312807,-786.9950107784,-2953.2758930371,-7192.5054480671,-45.4016724698,-44.6389434513,-35.5446985162,-33.3939767295,-9.9608431771,-7.8996495507,-9.3345057481,-896.7400472099,-3067.7317620719,-7343.7298639122,-48.7469877435,-40.3773131404,-39.2080269658,-41.6349219919
-9.22789542,-7.8056731211,-9.8562876195,-802.4102951812,-2976.4058673664,-7209.0069122129,-45.276393613,-45.456564151,-35.5206037555,-34.3085252669,-9.9715095339,-7.8940193838,-9.0411482086,-880.8759828198,-3100.5046557368,-7386.4046224535,-47.0413983676,-40.9388877053,-40.7309070803,-42.5674443267
-9.3373688295,-7.8112111667,-9.3081392808,-789.9162577212,-2986.1654265021,-7209.3999534226,-43.773690587,-45.4581827523,-36.0269368492,-34.8341348688,-9.6576088659,-7.8495783428,-8.9927872016,-892.5322542039,-3097.0619049212,-7338.1531145144,-49.8796823724,-42.8841709461,-40.6429757284,-41.2617336708
-9.6694552384,-7.9232195615,-9.1590009243,-789.5874769164,-2965.8849151363,-7177.79724419,-46.4022395999,-43.5940852078,-35.290789777,-34.7154190738,-9.8657031252,-7.7483329643,-9.3844714153,-884.8384289648,-3067.539809245,-7355.8536895753,-47.6075547993,-42.7428590951,-40.427642809,-41.5941767698
-9.5243946233,-7.8058945568,-9.3450701699,-808.7062797625,-2954.4189958348,-7190.2937854095,-45.2760819431,-43.3561210336,-38.8463675322,-33.7883090181,-9.5871437327,-7.7415014001,-8.9643616457,-895.5145841017,-3092.4093795749,-7374.3418097834,-49.0397403816,-43.5994544522,-38.2475769405,-40.3944838736
-9.7394131098,-7.9709588552,-9.2937796526,-800.5121315829,-2975.8455816548,-7199.3596097954,-47.5758393457,-46.6432448038,-36.3165394801,-35.4834890209,-9.8921912351,-7.8108442737,-9.277062194,-887.0859913278,-3068.7865409429,-7365.4939923514,-48.6204733865,-41.6167136314,-39.1146174347,-42.2574695175
-9.5245226993,-7.8262973883,-9.5529271661,-805.8516007668,-2979.6827304911,-7205.9268590748,-45.0825886034,-45.9349523367,-37.0609741065,-34.8437257094,-9.5098070487,-7.7483834666,-9.3613267992,-891.0668836346,-3064.2185428199,-7378.8459987393,-48.8202120713,-41.1024428266,-41.8275457483,-40.7167678643
-9.7642414094,-7.935356406,-9.0892884918,-802.3504354607,-2976.9302067454,-7216.1466372153,-48.5145621441,-46.2044417137,-34.9246866351,-33.9812997355,-9.4800490863,-7.8931575687,-9.5734414989,-893.6427000031,-3052.062283474,-7369.898198856,-47.9427115746,-44.2838614578,-39.7663931314,-38.9537673551
-9.5728692119,-7.8444423628,-9.8671151391,-806.1001111446,-3002.8342941314,-7228.572063344,-47.5082606258,-45.8984219396,-35.8565792324,-34.3263758298,-9.4989214741,-7.9350592286,-9.2725434073,-899.1084095874,-3083.901113788,-7338.5021968156,-45.8142241201,-42.5155406042,-38.4960202848,-40.319537807
-9.6603856759,-7.8157530177,-9.7466495234,-807.6205837574,-2982.5723085468,-7220.6169906672,-46.155834236,-45.4259242419,-36.6799614943,-32.726185093,-9.6263617558,-7.9300358684,-9.2404060726,-897.6247216494,-3086.7600669735,-7356.6297534871,-49.9044020396,-43.1206062012,-40.2079067325,-41.9077512577
-9.5350454252,-7.9295365692,-9.0802903262,-800.3650417906,-2979.8766106528,-7193.2748726806,-46.1916732308,-44.9707461514,-35.1060533907,-34.1180283447,-9.4026553862,-7.9082180292,-9.1434916296,-886.3607380252,-3083.7672603627,-7339.4609632516,-47.0028045686,-43.546909766,-38.3470479504,-40.7531365557
-9.3082574981,-7.9236425875,-9.3410442868,-807.9580700567,-2985.2602366101,-7185.7654502899,-45.4513377364,-45.4501004522,-38.4063768568,-34.0858147625,-9.7621136531,-7.8159596186,-9.4543903798,-907.4310277517,-3080.0505424481,-7381.3706328537,-47.104612447,-41.9850440439,-40.0628336561,-40.3802311775
-9.5949889929,-7.7867237187,-9.2830059791,-799.1635352058,-2941.9482363029,-7184.0651425972,-46.1529509889,-44.8516117235,-36.954969029,-33.2591629014,-9.6578994031,-7.9735103123,-9.2089723797,-890.0032676304,-3065.3305966314,-7349.9400416634,-52.9768384099,-42.6193326455,-38.2642217838,-40.9550188644
-9.667010027,-7.8907833024,-9.2671790027,-803.7666249269,-2961.387778665,-7181.4998454971,-45.5910749664,-44.1277460928,-36.0889632863,-32.3258274802,-9.7633125003,-7.78958256,-9.1496331641,-877.729948123,-3044.8573909773,-7344.4316309367,-47.1988013138,-42.9348797797,-40.7154158399,-40.6437338462
-9.1667688067,-7.8815089459,-9.9090566896,-809.6955164547,-2948.5743906165,-7213.8516531208,-42.4648056401,-45.9504405543,-35.595928734,-33.3460560157,-9.9489317051,-7.9220311911,-9.1660090596,-896.0130945741,-3058.2675867797,-7349.008142594,-51.3571405343,-41.4986959147,-40.6097220733,-41.844743199
-9.5646464492,-7.8949377792,-9.5108558482,-809.9486085071,-2978.662231985,-7204.836066048,-46.1337609368,-45.5783831963,-39.2821201827,-35.0778983774,-9.927970527,-7.814382842,-9.0632345521,-894.1194782449,-3078.676458258,-7368.2947459588,-49.1875738114,-42.4083486777,-40.1667391413,-42.249117796
-9.6482438516,-7.9219458682,-9.1751272217,-812.8848555882,-3006.5138806314,-7210.4291000593,-48.2353984426,-45.9644929263,-36.4324729852,-34.9656000431,-10.0299295785,-7.894910559,-9.1540928951,-895.7557313148,-3070.4584667387,-7361.5083533855,-49.1393988338,-41.7740732615,-43.7217874675,-41.6422723064
-9.5245981062,-7.8611394836,-9.2019879485,-802.4979205952,-2967.1453290213,-7222.1028274938,-45.4797094774,-43.0485425021,-36.3938436501,-34.187490475,-9.9891905579,-7.8760184335,-9.0862236427,-874.3509876251,-3077.9016439233,-7342.3894861068,-50.67267259,-40.6748987245,-41.228758019,-41.9970649231
-9.6359374068,-7.9196610995,-9.1044014567,-803.9188312904,-2972.1954110002,-7204.3014826974,-46.7595871206,-46.2896832872,-35.7506042891,-35.6422157439,-9.6138402694,-7.84638535,-9.1074568434,-901.6357655115,-3074.0777440717,-7357.2188007913,-49.2618933202,-45.1385892383,-38.5393950531,-42.3054504092
-9.8026804006,-7.9063958597,-9.8326803391,-807.2883340962,-2968.0722310014,-7211.758169936,-45.4751199731,-44.229651138,-36.5627124618,-34.6645711306,-9.8546928414,-7.7951187632,-9.318973568,-896.7644450637,-3066.7758229709,-7363.3345091745,-47.5210232417,-41.2532497608,-40.0695204109,-41.7424032214
-9.6358434342,-7.8747206803,-9.131947437,-802.6958600867,-2963.1901933989,-7208.9846122447,-44.6181904307,-44.9408068675,-36.1544584968,-33.9789484088,-9.7261518447,-7.7661458678,-9.2659446447,-881.6594856795,-3074.652000208,-7362.4187364492,-48.9008374558,-42.3610829191,-39.9082567019,-43.1438756354
-9.2828940372,-7.801009842,-9.6979350897,-807.7128497352,-2983.1972231405,-7196.9910595898,-46.0542010038,-46.3502098326,-37.6027671496,-34.1688483638,-9.7056796933,-7.9672885969,-9.1634777913,-889.7555790224,-3069.8379859381,-7325.4946740484,-47.8424618937,-41.5009885703,-36.496987411,-42.4153689218
-9.5532679877,-7.8891426897,-9.3746056286,-795.585963972,-2998.0169040287,-7202.8733713966,-44.041525153,-46.1621874486,-36.3666434028,-34.814175997,-9.7800408305,-8.076219102,-9.2689682191,-900.4729326889,-3062.7661914095,-7343.6663754589,-48.059319417,-43.1381260206,-39.4104272932,-41.2631050691
-9.4915518447,-7.8942544538,-9.2686169195,-802.5323023406,-2965.4850888897,-7207.9561382041,-47.9253542204,-43.2131247413,-37.7901596821,-33.7384051017,-9.5773080467,-7.7456804596,-9.3163030992,-877.8920153872,-3076.7973362381,-7348.2605141663,-47.1299452748,-42.9750715419,-41.0541740862,-40.7627065677
